category,id,label,selector
Organization,msnrmjl5uohs38x,Cybergroup of Companies (Edms) Bpk,Cybergroup of Companies (Edms) Bpk
Organization,h9phgftvy0vbrs3,Centrosphere Trading 47,Centrosphere Trading 47
Organization,bmcqddr0df05txb,EMP HOLDINGS,EMP Holdings
Organization,dug4kd2ufgewcd7,Dotcom Trading 211,Dotcom Trading 211
Organization,jfmx5lyev5bo4ec,Nwammusengi Social Consultance CC,Nwammusengi Social Consultance  CC [Dormant]
Organization,ktid8d2kyb2yuz5,Eden Of Africa Farming,Eden Of Africa Farming
Organization,m52r4b01apw6zmw,Appokholo Trading,Appokholo Trading
Organization,dm1y41fp7ezgd35,Specons Investments,Specons Investments
Organization,oa46ey8jseckuj6,Coalition Tracking 777,Coalition Tracking 777
Organization,ks923dvkxhsqduu,Trustee of Amandla Aids Fund,Trustee of Amandla Aids Fund [Non profit]
Organization,jd6wg23t62ksblq,Director: Bloomberg/Holomisa Orthopaedic Solution,Director: Bloomberg/Holomisa Orthopaedic Solution
Organization,dt85vlppt1v3m7f,Bamkhe Transport,Bamkhe Transport
Organization,edwh49riebkqjd5,Green Willows properties 57 (Pty) Ltd,Green Willows Properties 57 (Pty) Ltd
Organization,cgc303cwok7fh7q,SIFLED TRADING ENTERPRISE,Sifled Trading Enterprise
Organization,f4wafyxhog60hmr,Mgubho,Mgubho [Board Member]
Organization,lnntc0rro460jhw,Thebeyapelo Financial Services,Thebeyapelo Financial Services
Organization,nwh37hpv6umeq8k,Masiqhame Trading 740,Masiqhame Trading 740
Organization,fctafbvq0cq9l7g,Centre for Extended Learning (Pty) Ltd,Centre for Extended Learning (Pty) Ltd
Organization,do0flqsn0t5vtr5,STELLEMPLOY,Stellemploy
Organization,nyyie20izoalclj,Riyaphanda Youth Dev.,Riyaphanda Youth Dev.
Organization,hdmivyg566cb5nf,Director: Bloomberg Property Investments,Director: Bloomberg Property Investments
Organization,pc732gmzmuhl6ki,Champions of Enviromental Foundation,Champions of Enviromental Foundation
Organization,j9pzq1wgcw7uo66,Lions Head Transport,Lions Head Transport
Organization,npiwd7kncmdxy0f,Masiqhame Trading 1345,Masiqhame Trading 1345
Organization,x7vckvitw2hbfs0,Smartchoice Trading 5,Smartchoice Trading 5
Organization,crt84fbptbxczzs,Big Five Diamonds,Big Five Diamonds
Organization,g0so1clnn3bndg2,Siyahembana,Siyahembana
Organization,jjgf9a4vaghlkpw,Rhole Exploration,Rhole Exploration
Organization,bxmcns5meus3iaq,West Dunes Properties 264,West Dunes Properties 264
Organization,i1fdladgnm3ghh6,Kulbush Investment Holdigns (Pty) Ltd,Kulbush Investment Holdigns (Pty) Ltd
Organization,bqrn4b20ihs8f5l,Phumelela Platinum Mining (Pty) Ltd,Phumelela Platinum Mining (Pty) Ltd
Organization,c1181dqwfwaazmg,ELLICIDOR 188,Ellicidor 188
Organization,llz3qe7z2lya4n8,Swakanang Development,Swakanang Development
Organization,eiph8n46xdnzh25,Sirius Peka Boerdery [Lid],Sirius Peka Boerdery [Lid]
Organization,b0u0wsod8ni2yus,Moramadi Trading and Projects,Moramadi Trading and Projects
Organization,bcjgc83qgqcrup1,Mamotsamai's Tumi Building,Mamotsamai's Tumi Building
Organization,lsl744qwp5pvtp6,Jabulani Spares,Jabulani Spares
Organization,kaplspda4tu14ie,Corpelo 2210,Corpelo 2210
Organization,c0d1btfj197zf54,Lapeng invest 119,Lapeng invest 119
Organization,j8p1fylpkfbjl7a,Siyathuthuka Marketing,Siyathuthuka Marketing
Organization,grklam2mtgyuvd5,OPERATION PROGRESS,Operation Progress
Organization,j6fq4ndc57s52ki,HONDEKLOOF NICKEL,Hondekloof Nicket
Organization,obkhv7rkky0de7x,Push Ahead 9 (Pty) Ltd,Push Ahead 9 (Pty) Ltd [In process of resigning]
Organization,biwjet5andqxh8g,Key of Africa Inf. Tech.,Key of Africa Inf. Tech
Organization,gwce0fiocae6nzh,SOS Western Cape (Pty) Ltd,SOS Western Cape (Pty) Ltd [Director]
Organization,kugo5udujm1d67q,WOE Construction,WOE [50%] Construction
Organization,cp2oayn4gutk79v,Conquad (Pty) Ltd,Director [ Conquad (Pty) Ltd
Organization,cp2oayn4gutk79v,Conquad (Pty) Ltd,Conquad (Pty) Ltd - Director
Organization,exlp5nyeavxmo9t,Reagetswe Trading 163,Reagetswe Trading 163
Organization,o8bbznkzfsgq5ht,Neza Recycling Services,Neza Recycling Services
Organization,ilphkaq9glp8spp,DITHABA PROJECT MANAGEMENT,Dithaba Project Management
Organization,k7xb47vcmm806kg,SCIP Engineering,SCIP Engineering
Organization,nf32l8c82xsf3pb,Caab Investments (Pty) Ltd,Caab Investments (Pty) Ltd
Organization,m8opq272lnidoml,CITY SQUARE TRADING 977,City Square Trading 977
Organization,j74vfc8s1gq8jxb,Blaq Sum Entertainment CC,Blaq Sum Intertainment CC
Organization,mxgzc1zaj5qpsrs,ABVP Ingelyf,ABVP Ingelyf
Organization,j1tupv6mvyv90j8,Lake Gariep Dev. Foundation,Lake Gariep Dev. Foundation
Organization,c3rlkzwx4ifgjlu,Africa ... Aurthority (Edms) Bpk,Africa ... Aurthority (Edms) Bpk
Organization,hr37c9r8mppmqex,Klaprops 219,Klaprops 219
Organization,nto9t9eqwdlvza0,Bohlale Motor Group Holdings,Bohlale Motor Group Holdings
Organization,linbklrbf02gf9a,Mojomode (Pty) Ltd,Mojomode (Pty) Ltd [In final process of resigning as Director]]
Organization,ih1u5e6b2r7m9ho,Fineos SA,Fineos SA
Organization,o6zv567x7gvn5vk,Aldomode Investments (Pty) Ltd,Aldomode Investments (Pty) Ltd
Organization,be478zrgz7rp0sx,Nwamunya VU Trading,Nwamunya VU Trading
Organization,hfnch68u9csgrlp,Nyatendani Skills Development,Nyatendani Skills Development
Organization,o89gwnptdxjul4u,FFA Projects,FFA Projects
Organization,gn6odldwh4k5qej,Robben Island Museum,Robben Island Museum [Councillor]
Organization,hgr8dw80w8n0wnv,Amalgum Investment,Director: Amalgum Investment
Organization,j1a06db873rb7ay,Tel-Free Communications,Tel-Free Communications
Organization,gvqy9xjsyj9vjik,Marble Gold 452,Marble Gold 452
Organization,lzkxfc0rvz2xl1j,Rebatlile Trading,Rebatlile Trading
Organization,jskabtug7ne0rqp,Sierra Resources,Sierra Resources
Organization,lbvru7nwyzzu0k2,Baskhuwe Consultancy,Baskhuwe Consultancy
Organization,j1m8m0yuhaaiptg,Saintly and Spicy Trading 800,Saintly and Spicy Trading 800
Organization,eikie9ufbye50vi,Silvertron 44CC,Silvertron 44CC
Organization,o8z6iovhmwahzuh,Caversham Trsut 4 Artists,Caversham Trsut 4 Artists
Organization,gti6mds2012s43g,African Mirage women Trading Co. Trading Private Co.,African Mirage women Trading Co.  Trading Private Co.
Organization,kh59w97qs3tdic7,Hlumani,Hlumani
Organization,hbwwooebnys3bz5,Fineos South Africa (Pty) Ltd,Fineos South Africa
Organization,hgr8dw80w8n0wnv,Amalgum Investment,Director : Amalgum Investment
Organization,be478zrgz7rp0sx,Nwamunya VU Trading,Nwamunyavu Trading
Organization,e235zkp8r54c314,Atka Trading 16,Atka Trading Trading 16
Organization,djw7kxva4mdceo3,Xpanse Investment,Xpanse Investment [Trading as Olyfunt Investment]
Organization,g1v21fwdz5i5tyz,Lake Garrep Development Foundation,Lake Garriep Development Foundation
Organization,hzh9furhz26utbx,KPA Call Centre,KPA Call Centre
Organization,bbbe1scvxx79pmm,AMAZIZI LIGHT ENGINEERING,Amazizi Light Engineering
Organization,bqhfvqyakdku3r6,TOUCHDOWN EXPRESS TRAVEL,Touchdown Express Travel
Organization,kl7k2vwsaxz168t,Iboyile,Iboyile
Organization,fielaxdvb3ln3lh,Eden Brick Yard,Eden Brick Yard
Organization,h5wzwheoz0k9dyl,Thabizolo Promotions,Thabizolo Promotions
Organization,b3s3yz5o8dy2fuf,Nasou Via Afrika plus subsidiaries such as JL van Schaik,Nasou Via Afrika plus subsidiaries such as JL van Schaik
Organization,e1xwflq6q2mrbeh,Desert Star Trading 368,Desert Star Trading 368
Organization,b2sfi42inl3irha,DTP-Wise,DTP-Wise [Dormant]
Organization,c1osejil8vrkzva,AJ MEDIA,AJ Media [Incorporator]
Organization,khmzbq2ooiu83ol,Tmafm Investment,Tmafm Investment
Organization,ion3p3g3x3iglma,Medu Investments,Medu Investments
Organization,ex8pzjqvq40qw8w,Coalition Trading 777,Coalition Trading 777
Organization,kagh6oslqozn7lp,Wakazi Wazuri Investments,Wakazi Wazuri Investments
Organization,i5nnpmkrtjrkltz,Seasons find 769,Seasons find 769
Organization,e987f9kt0ww0oag,Mogem Holdings,Mogem Holdings
Organization,g7zsj5ot45r9oly,Klip Eldo's Arts,Klip Eldo's Arts
Organization,nsbjc63ozjppbhh,Katlgao Real Estate,Katlgao Real Estate
Organization,ffilsg3acss4fcp,Hakuna Matatiso Trading,Hakuna Matatiso Trading
Organization,fjae380zzwle6x9,Chumile Agricultural Co-Op,Chumile Agricultural Co-Op
Organization,ci9cgz2b5760dzs,Bright Ideas Projects 88,Bright Ideas Projects 88
Organization,l8a14zncoo59fpe,Emerald Sky Trading 18,Emerald Sky Trading 18
Organization,e5yri13notqnic3,Full Swing Trading - 530,Full Swing Trading - 530
Organization,d5r5zg80vpy3h6f,Samketse Trading Enterprize,Samketse Trading Enterprize
Organization,j2k1lq4vu95yxev,HZH 102 PROPERTIES,HZH 102 Properties
Organization,bduuq0d2vfvlyo3,K2011116740,K2011116740 [Incorporator]
Organization,mrqpoi7iy19wtbd,United Wisdom Investments,United Wisdom Investments
Organization,nmzil8g0yyo6le7,ELLICIDOR 185,Ellicidor 185
Organization,lowk404di294coa,RIYAPHANDA YOUTH DEVELOPMENT FORUM,Riyaphanda Youth Development Forum
Organization,irikcmr9v52kei5,Bubble Fair Investments (Edms) Bpk,Bubble Fair Investments
Organization,mldd2q1ll7xjrnd,Mats Math Investments,Mats Math Investments [Director]
Organization,ocm3imchl4ep66w,Quintillian,Quintillian [50% share]
Organization,ozryjshard3yo6f,FINANCIAL SECTOR CAMPAIGN COALITION,Financial Sector Campaigns Coalition
Organization,j14ai57evhuj8ox,UNIGAS,Unigas [Director]
Organization,ktid8d2kyb2yuz5,Eden Of Africa Farming,Eden of Africa Farming
Organization,l1nsg6eho6cormi,Key to Africa Inf. Technology,"Key to Africa Inf., Technology"
Organization,j74vfc8s1gq8jxb,Blaq Sum Entertainment CC,Blaq Sum Entertainment CC
Organization,edwh49riebkqjd5,Green Willows properties 57 (Pty) Ltd,Green Willows properties 57 (Pty) Ltd
Organization,l9pl48y9twanqd5,Buda History Legacy Project,Buda History Legacy Project [Member]
Organization,b9vfxqzrywotj0a,REbanwe,REbanwe
Organization,hbwwooebnys3bz5,Fineos South Africa (Pty) Ltd,Fineos South Africa (Pty) Ltd [In process of resigning]
Organization,kkj1ah6v4s7m95i,Eniogen Investment (Pty) Ltd,Eniogen Investment (Pty) Ltd
Organization,jva8k2ebcfyzkcg,Region Trails Investment 50,Region Trails Investment 50
Organization,dqmy5vghhnqzsyb,Thari Ya Basadi,Thari Ya Basadi
Organization,e46vbmas0tekejw,Mogem,Mogem [Dormant]
Organization,j6fq4ndc57s52ki,HONDEKLOOF NICKEL,Hondekloof Nickel
Organization,czl3bq2l5xbv4wx,Penny Farthing (Pty) Ltd,Penny Farthing (Pty) Ltd
Organization,kr4o6ad5g1qcz57,Huang Chun Investments,Huang Chun Investments
Organization,fhj39kjf8w0gln5,Umgododla Community Service Provider,Umgododla Community Service Provider
Organization,mvetsso09a5lbvc,Thabile Trading 102,Thabile Trading 102
Organization,hm9yw0hiikn9ltg,Kgethagile Trading 100 CC,Kgethagile Trading 100 CC
Organization,d8otlq0ujne8wj3,DLOKWAKHE PROJECTS,Dlokwakhe Projects
Organization,mv5zj0ok55hd6oc,Gas Energy + Mineral,Gas Energy Mineral
Organization,nsepy4pa6a3124r,Subway Trading,Subway Trading
Organization,j3x3h0hd6qtvb78,BUDA HISTORY LERGACY PROJECTS,Buda History Lergacy Projects
Organization,kqr8egd4yuapf1c,Sirius Opticom [SAS],Sirius/Opticom [SAS Communication]
Organization,mo9bmi23hymhkmk,Ungoye Investments,Ungoye Investments
Organization,osdw1h26y71wnfb,Lucas Family Trust,Lucas Family Trust
Organization,bduuq0d2vfvlyo3,K2011116740,K2011116740 [Director]
Organization,oqh2f4kc4h3truw,RJ SOFTWARE,RJ Software
Organization,82uekwe3n04c97n,CITICONNECT COMMUNICATIONS,Citiconnect Communications
Organization,owdln8tkja4imyk,HENTIQ 3014,Hentiq 3014
Organization,fv0xikgsqc5uv0i,Power Lion Distributors CC,Powerlion Distributors CC
Organization,h348z34wti6eq0m,FPS Property Solutions (Edms) Bpk,FPS Property Solutions (Edms) Bpk
Organization,khf2uakxh9r08am,Specons Investment,Specons Investment
Organization,o3srilwom22bk5s,Baxozest (Pty) Ltd,Baxozest (Pty) Ltd
Organization,k9qggx3e0mitehh,Oppokholo Trading,Oppokholo Trading
Organization,lg4a6vj1995vu9e,Nelson Mandela Museum,Nelson Mandela Museum [Counsillor]
Organization,ortspna277b942e,Mvungezwe CC,Mvungezwe CC
Organization,hgltpr33tgqz265,Sibonelo Poultry,Sibonelo Poultry
Organization,h10lvbmtneu2x6i,Access Management (Pty) Ltd,Access Management (Pty) Ltd
Organization,ktse2c5gcy7oor3,Amhold,Amhold
Organization,j3kl86jnxmokith,PAPI AND BRIDGET TRADING,Papi &amp; Bridget Trading
Organization,e5irp90rml5jufo,Anaconda Worldwide Mining (Pty) Ltd,Anaconda Worldwide
Organization,l1nsg6eho6cormi,Key to Africa Inf. Technology,Key to Africa Inf. Technology
Organization,cuiayun5qsgt8xi,Director - Altimate Developments,Director - Altimate Developments
Organization,n2osyjdagpatcnm,BCS Tech Holdings (Pty) Ltd,BCS Tech Holdings (Pty) Ltd
Organization,zms1rvhagwgdalj,Oraculan 76,Oraculan 76
Organization,3nz9hof4t4k60m9,Premier Attraction 1224,Premier Attraction 1224
Organization,kdpfs616iegp0s9,Zamani Sanitation Services,Zamani Sanitation Services
Organization,nq9p420r74oo7fs,Maqedindaba Investment,Maqedindaba Investment
Organization,hrikgpsnw4ztnud,INKULULEKO HOTELS,Inkululeko Hotels
Organization,j59zh9lteghvp0b,LANDA PETROLEUM,Landa Petroleum
Organization,h4m3jq5fw4cccik,RIVERBEND RENEWABLE ENERGY,Riverbend Renewable Energy
Organization,f8gue1ptijqydfd,HUNTLEIGH AFRICA PROVINCIAL SALES,Huntleigh Africa Provincial Sales
Organization,jbh1bv6zeyw8z0y,Mlambo and Maphatsoe Import & Export,Mlambo and Maphotsoe Import
Organization,benxelk8lngd64b,Rentmeester Park Business Centre Private Co.,Rentmeester Park Business Centre
Organization,fv0xikgsqc5uv0i,Power Lion Distributors CC,Power Lion Distributors CC
Organization,djw7kxva4mdceo3,Xpanse Investment,Xpanse Investment
Organization,gpb3zdvjbalybih,Caversham Artists Trust,Caversham Artists Trust
Organization,dsb8ihtx383hw9p,Rebangwe,Rebangwe
Organization,n6q6pzpszxhvms0,Franschoek Jeug Ontwikkelings Trust,Franschoek Jeug Ontwikkelings Trust
Organization,npevksi3gdh11y3,Uatshila Trading,Uatshila Trading
Organization,hd7rv7fasao9lvx,Amalgum,Amalgum [Director]
Organization,osogqr99fvhglph,ANCIC Heavy Engineering Co.,ANCIC Heavy Engineering Co. [Director]
Organization,i1tjzowe1od9jsr,BLOOMBERG LINKS PROPERTY HOLDINGS,Bloomberg Links property Holdings  Property
Organization,bmkxj087up8xjgl,Director : Orthopeadics,Director : Orthopeadics
Organization,egcpif1quzstnjb,Safire Insurence - Director,Safire Insurence - Director
Organization,epwcl1wywu7cfkz,African Institute for Mathematical Sciences [AIMS] Trust -,African Institute of Mathematical Science [Board Member]
Organization,b2sfi42inl3irha,DTP-Wise,DTP-Wise
Organization,ghvcsg6qrbgkr8c,Samcord Property,Samcord Property
Organization,oh5grrixhq05ub3,Gem oil,Gem oil [Dormant]
Organization,m9jupu3pvy2856d,Bev,Bev
Organization,nui8fyxql8jtr5c,Mmamolwane Acc Holding (Pty) Ltd,Mmamolwane Acc Holding (Pty) Ltd
Organization,eg9aurm7c45y2wt,Dambuza Community Trust,Dambuza Community Trust [patron]
Organization,cyjh5dz0f0wb1vk,DITSELA,DITSELA
Organization,f2go8k3quonphkv,LUWM Hospital,LUWM Hospital
Organization,ozryjshard3yo6f,FINANCIAL SECTOR CAMPAIGN COALITION,Financial Sector Campaign Coalition
Organization,n6q6pzpszxhvms0,Franschoek Jeug Ontwikkelings Trust,Franschoek Jeugontwikkelings Trust
Organization,eg9aurm7c45y2wt,Dambuza Community Trust,Dambuza Community Trust  [Patron]
Organization,jfmx5lyev5bo4ec,Nwammusengi Social Consultance CC,Nwamusengi Social Consultant
Organization,c7v5afae7qdxtk5,SIRIUS/OPTICOM,SIRIUS/OPTICOM [Director]
Organization,g1v21fwdz5i5tyz,Lake Garrep Development Foundation,Lake Garrep Development Foundation
Organization,lqnxa6ps3q3xy16,Kwatshezi Lodge (Pty) Ltd,Kwatshezi Lodge (Pty) Ltd [No longer a director]
Organization,irikcmr9v52kei5,Bubble Fair Investments (Edms) Bpk,Bubble Fair Investments (Edms) Bpk
Organization,hkldj6iuscbini8,Blink and You are Dead Productions CC,Blink and You are Dead Productions CC
Organization,f4wafyxhog60hmr,Mgubho,Mgubho
Organization,o8cooq4t1zod6c9,Alas (Pty) Ltd,Alas (Pty) Ltd
Organization,l9bpjl4n3g1bg9a,Women in Energy (Pty) Ltd,Women in Energy (Pty) Ltd [In process of resigning]
Organization,juiny2brpn6krwj,Trustee of Ahmed Kathrada Foundatin,Trustee of Ahmed Kathrada Foundatin [Non profit]
Organization,06drb4f8xj8zrnq,Director: Orthopaedics,Director: Orthopaedics
Organization,firysl9y47wrgxc,UNIGA,UNIGA
Organization,dv8qptzg5u0vpsj,Bloomberg/Holomisa Orthopeadic Solutions,Bloomberg/Holomisa Orthopeadic Solutions
Organization,dtaqpzj27z4eu99,Tel-Free [Beat The Clock],Tel-Free [Beat The Clock]
Organization,i1tjzowe1od9jsr,BLOOMBERG LINKS PROPERTY HOLDINGS,Bloomberg Links Property Holdings
Organization,dwd9cumwgp152l9,Gem Outsourcing,Gem Outsourcing [Dormant]
Organization,ljrijts7zsz3nup,Isibonelo Poultry Farm,Isibonelo Poultry Farm [Dormant]
Organization,kjo4itatjk1dj45,Abaphumeleli Trading-496,Abaphumeleli Trading-496
Organization,gl0lnf32rp5lwza,Aphumeleli Trading 496,Aphumeleli Trading 496
Organization,cp2oayn4gutk79v,Conquad (Pty) Ltd,Conquad (Pty) Ltd [Direketur]
Organization,kq9xharumwzgqqn,Logato Investments (Pty) Ltd,Logato Investments (Pty) Ltd
Organization,c0gk040vqn2p6wu,Zico Gaming (Pty) Ltd,Zico Gaming (Pty) Ltd
Organization,baxtfyt9l9n6jbs,NEG,NEG
Organization,buscbavrpfqr814,Sunshine Dune Trading 57,Sunshine Dune Trading 57
Organization,c1osejil8vrkzva,AJ MEDIA,AJ Media [Director]
Organization,fulfx0vyhtaffx1,LND Mining and Investments Co.,LND Mining and Investments Co.
Organization,benxelk8lngd64b,Rentmeester Park Business Centre Private Co.,Rentmeester Park Bus. Centre
Organization,mw46njmcp0yccvq,BOLLANOTO 322 COPPER MINE,Bollanoto 322 Copper Mine
Organization,nk6u5umpvhvd4gx,V Zulu Family Trust,V Zulu Family Trust - Trustee
Organization,kqr8egd4yuapf1c,Sirius Opticom [SAS],Sirius/Opticom [SAS]
Organization,j0ty5skgjkg7bsv,BAOBAB SUPPLIES,Baobab Supplies
Organization,pc732gmzmuhl6ki,Champions of Enviromental Foundation,Champions of Environment Foundation
Organization,k1emk9ma6xytkms,Erf 22074 Sunset Beach CC,Erf 22074 Sunset Beach CC [Sole Member]
Organization,i64thkof3q2chxj,Zentec Trading 93CC,Zentec Trading 93CC trading as Umgeni Test Station
Organization,ibljen34vctl3ne,Ilitha Investment Holdings,Ilitha Investment Holdings
Organization,obkhv7rkky0de7x,Push Ahead 9 (Pty) Ltd,Push Ahead 9 (Pty) Ltd
Organization,irydoealyrbqr7q,Broad Brush Investments 216,Broad Brush Investments 216
Organization,i6rpxdqnmx543qy,Institute of African Alternatives,Institute of African Alternatives
Organization,o6zv567x7gvn5vk,Aldomode Investments (Pty) Ltd,Aldomode Investment (Pty) Ltd [In process of resigning]
Organization,c8l4xco1m05ix0s,SANDOWN MOTOR HOLDINGS,Sandown Motor Holdings
Organization,hc9q0jre3udvges,Hlumani Investments,Hlumani Investments
Organization,l4cbfugzq2iyfft,Kup-Eldos Arts,Kup-Eldos Arts
Organization,kzy693ghxsltmh7,Rosschef Africa (Pty) Ltd,Rosschef Africa (Pty) Ltd
Organization,bs1e2ye8g6p7smi,Lelate Investments (Pty) Ltd,Lelate Investments (Pty) Ltd
Organization,oklhq5mwi9hje1c,Bertha Gxowa Foundation,Bertha Gxowa Foundation
Organization,eef3hqz7xd3vq0p,Wabane Investments,Wabane Investments
Organization,mpxgfok07za2o9y,INKULULEKO OFFICE AUTOMATION,Inkululeko Office Automation
Organization,nesdrequqs13fyj,Sidlelakude Construction,Sidlelakude Const. Enterprise
Organization,n2osyjdagpatcnm,BCS Tech Holdings (Pty) Ltd,BCS Tech Holdings (Pty) LTd
Organization,k2ani8c2hlvr9qa,Ehubyeni Investment,Ehubyeni Investment[Director]
Organization,gs1lxjnvpr4jfma,EXECUTIVE MERCHANDISING,Executive Merchandising CC [Resigned July 2010]
Organization,gn6odldwh4k5qej,Robben Island Museum,Robben Island Museum [Councillor]  Museum - No remuneration
Organization,hlpiie4svca8u1p,TRUE CLASS CONSORTIUM,True Class Consortium [Resigned]
Organization,hop3b4bh7ssyj35,Lemias Spares,Lemius Spares
Organization,fcfr9n313gy7fl9,Bongile Investments 100,Bongile Investments 100
Organization,msfe08p7krah0yd,Earthlink Consulting,Earthlink Consulting
Organization,d4h1dtucr9y2lz7,Machoroane Trading,Machoroane Trading
Organization,lsxuh7lhm4u9kpl,Speconos Investment,Speconos Investment
Organization,oajh4ixnktdfkjd,Cavisham Artists Trust,Cavisham Artists Trust [Trustee]
Organization,n6evpealhvwtz3c,Muizenberg Millenium Education Trust,Muizenberg Millenium Education Trust
Organization,kjdrz1s6d8kw1vk,Institute for African Alternatives,Institute for African Alternatives
Organization,hax0zj90l0bda1c,Sandow Motor Holdings,Sandow Motor Holdings
Organization,i5rxqa9adiog1ee,LEHUMO RESOURCES,Lehumo Resources
Organization,lampnbthg75s638,MT Schafer Insolvency Administrators CC,Member of MT Schafer Involvency Administrators CC [50% share]
Organization,bre2nb8znop0wxk,Geogem,Geogem [Dormant]
Organization,ibim8acqno541ca,Joseph's Car Test Station,Joseph's Car Test Station
Organization,bj3nnez6i3iz15k,BIKANI AND SOLDO,Bikani &amp; Soldo
Organization,or4w9ljqvxb58gd,C2R2 Software Developments,C2R2 Software Developments Director]
Organization,d54im4ohiaqhguy,HHZ Investment,HHZ Investment
Organization,nd0bscgpsyj042u,Kareehof Flat Building,Kareehof Flat Building
Organization,dc1j78fjva1p35n,Muzlvokile Mining Pro CC,Muzlvokile Mining Pro CC
Organization,njqlo29n9k84e7j,Member - False Bay College Council,Member - False Bay College Council
Organization,hhd1ldkf1oshoam,Inersite Property Management Services,Inersite Property Management Services
Organization,gqz2uav0d7w1za6,Intersite Property Management Services,Intersite Property Management Services
Organization,lgmg5s4i6z9u4bp,Sifikile Procurment and Trading Co.,Sifikile Procurment and Trading Co.
Organization,npl44xivbvo9pm9,Upstairs Cafe,Upstairs Cafe
Organization,nyhqz6bpx8x0pra,Vusani Mining Resources,Vusani Mining Resources
Organization,ndrwcdw9pj54zq2,NAKELELA COMMUNITY SERVICES,Nakelela Community Services
Organization,nuhzr3qk7wx8b1f,National Pride Trading,National Pride Trading
Organization,n7kqcb5jw9huv5p,Polelo Basading Inv.,Polelo Basading Inv.
Organization,es5echp2u44sqta,Moleti Multipurpose Community Centre,Moleti Multipurpose Community Centre
Organization,cmqrkcrjmk7nr7d,Women's Housing Initiatives,Women's Housing Initiatives
Organization,eopghoc2cg9d9u8,AMAKHONO LEADERSHIP DEVELOPMENT INSTITUTE,Amakhono Leadership Institute
Organization,j14ai57evhuj8ox,UNIGAS,Director : UNIGAS
Organization,e1kcfyhlf25ldb4,SA Labour Research Institute [SALRI],SA labour Research Institute [SALRI]
Organization,ghvcsg6qrbgkr8c,Samcord Property,Samcord Property
Organization,kzy693ghxsltmh7,Rosschef Africa (Pty) Ltd,Rosschef Africa (Pty) Ltd
Organization,hmw6crw6d0dihsd,Marble Gold,Marble Gold
Organization,c9ii88df78pitby,Director: Bloomberg Links Property Holdings,Director: Bloomberg Links Property Holdings
Organization,j1serx42ms7yakm,Top Root,Top Root
Organization,hb4w7idw01qefdx,DMV (Pty) Ltd,DMV (Pty) Ltd
Organization,hymslozesocle7l,Development Zone Co.,Development Zone Co.
Organization,k6jpf93t0lmhpva,ELLICIDOR 186,Ellicidor 186
Organization,od1142ckoah7e8d,New Hand Capital,New Hand Capital
Organization,dafhdzut4yym3gu,Polelo Basading,Polelo Basading
Organization,51n9phblqbp40ls,NUNGU TRADING 341,Nungu Trading 341
Organization,lspriyxfyf8ez7w,Rich Rewards Trading 111,Rich Rewards Trading 111
Organization,eiq2l9u0gzq355m,SA Mining Management,SA Mining Management
Organization,dxylmi6zmdi6hjw,Victory Parade Trading,Victory Parade Trading
Organization,kt5g1bwhzsfyc3q,Dumelang Basadi,Dumelang Basadi
Organization,dsxs9097diufwdi,Mastapula Construction Enterprise,Mastapula Construction Enterprise
Organization,nesdrequqs13fyj,Sidlelakude Construction,Sidlelakude Construction
Organization,k2ani8c2hlvr9qa,Ehubyeni Investment,Ehubyeni Investment
Organization,eun8qmhfqjfoo3t,Gemini Moon Trading,Gemini Moon Trading 141
Organization,j3kl86jnxmokith,PAPI AND BRIDGET TRADING,Papi and Bridget Trading
Organization,j2q8yszv1v5b4t4,Emalangeni,Director - Emalangeni
Organization,gk4e4fopb635z43,Telfree Comms,Telfree Comms
Organization,mldd2q1ll7xjrnd,Mats Math Investments,Mats Math Investments [Incorporator]
Organization,k1emk9ma6xytkms,Erf 22074 Sunset Beach CC,Erf 22074 Sunset Beach CC
Organization,on0dgmtafa58w8d,Embali Chicken Farm,Embali Chicken Farm
Organization,egk4rw813308klb,Thabizolo Bakery,Thabizolo Bakery [Dormant]
Organization,hwrprzo2kx5x4mc,BK-Sirius Oeka Boerdery [Lid],BK-Sirius Oeka Boerdery [Lid]
Organization,nmf6nc7lzsweu9k,Quintillion,Quintillion [50% share]
Organization,lampnbthg75s638,MT Schafer Insolvency Administrators CC,Member of MT Schafer Insolvency Administrators CC [50%]
Organization,benxelk8lngd64b,Rentmeester Park Business Centre Private Co.,Rentmeester Park Business Centre  Private Co.
Organization,fk0n1sac7kt5kay,Finishing Touch Trading 493,Finishing Touch Trading 493
Organization,d01ubgtm4hby4sw,Kuyakhilwa Construction and Maintenance,Kuyakhilwa Construction and Maintenance [Dormant]
Organization,li7i9ev7vr83a25,TMAFM INVESTMENTS,Tmafm Investments
Organization,cp2oayn4gutk79v,Conquad (Pty) Ltd,Conquad (Pty) Ltd [Director]
Organization,mmbq3dh53i894io,Nestlife Assurance Corporation,Nestlife Assurance Corporation
Organization,lk6cx06779celu2,UA Tshila Trading Project,UA Tshila Trading Project
Organization,lzl6aezxryg5nvm,Uatshile Trading,Uatshile Trading
Organization,ecoe57nkkl1pvqz,Nwamuntavu Trading,Nwamuntavu Trading
Organization,f5i8335hu6gy1nk,BLOOMBERG PROPERTY INVESTMENTS,Bloomberg Property Investments
Organization,b94p9vdia8bdxba,Chumile Agric Co-op,Chumile Agric Co-op
